Timestamp,Have you bought something using the mobile device in the last 12 months?,It is fast to buy products using a mobile device,It is comfortable to buy products using a mobile device,I think mobile device is useful for buying products,I think learning how to use a mobile device for buying products is intuitive,I think using mobile device for buying products is free of effort,I think using mobile device for buying products is simple,Prices of the products are generally attractive when using a mobile device for buying products,The price/quality ratio when using a mobile device for buying products is good,Using a mobile device for buying products is beneficial from a financial point of view,Using a mobile device for buying products is fun,It is a pleasure to use a mobile device for buying products,Using a mobile device for buying products is entertainment,Using mobile device for buying products has become habit for me,I am addicted to using mobile device for buying products,I must use mobile device for buying products,I believe there is a risk associated with using mobile device for  buying products,There is a possibility of serious financial loss when using a mobile device for buying products,There is an uncertainty associated with using mobile device for  buying products,My family think that it’s good to use mobile device for buying products,My friends think that it’s good to use mobile device for buying products,People who are important to me think that it’s good to use mobile device for buying products,I am going to use a mobile device to compare features of the products,I am going to use a mobile device to compare prices of the products,I am going to use a mobile device to order products,I am going to use a mobile device to make payments for the purchased products,What is your gender?,What year you were born?
3/4/2019 15:56:58,Yes,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Female,1999
3/4/2019 15:59:34,Yes,Somewhat disagree,Disagree,Strongly disagree,Strongly agree,Somewhat agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Female,2000
3/4/2019 16:00:19,Yes,Somewhat disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Disagree,Neither agree nor disagree,Disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Female,1998
3/4/2019 16:30:35,Yes,Somewhat agree,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Somewhat disagree,Strongly disagree,Agree,Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Male,2000
3/4/2019 16:32:00,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Male,1999
3/4/2019 16:35:35,Yes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Female,1999
3/4/2019 16:53:57,Yes,Strongly disagree,Neither agree nor disagree,Agree,Somewhat disagree,Neither agree nor disagree,Agree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Disagree,Somewhat disagree,Male,2000
3/4/2019 17:34:45,Yes,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Disagree,Neither agree nor disagree,Somewhat disagree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Somewhat agree,Female,2000
3/4/2019 17:46:58,Yes,Strongly agree,Somewhat disagree,Disagree,Agree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Female,1999
3/4/2019 17:49:46,Yes,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Male,1999
3/4/2019 18:12:44,Yes,Somewhat agree,Disagree,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Somewhat agree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Disagree,Somewhat disagree,Strongly agree,Somewhat agree,Agree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Female,1999
3/4/2019 18:14:54,Yes,Disagree,Strongly disagree,Disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Female,1998
3/4/2019 18:24:00,Yes,Agree,Agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Female,1997
3/4/2019 18:25:19,Yes,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Male,1996
3/4/2019 18:27:20,Yes,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Male,1998
3/4/2019 18:39:43,Yes,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Female,1994
3/4/2019 18:47:47,Yes,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Female,1997
3/4/2019 18:50:41,Yes,Disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Female,1992
3/4/2019 19:11:20,Yes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Male,1990
3/4/2019 19:16:34,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,Female,1986
3/4/2019 19:24:37,Yes,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Male,1991
3/4/2019 19:37:59,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2019 19:50:47,Yes,Agree,Agree,Somewhat disagree,Strongly agree,Strongly agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Male,1990
3/4/2019 19:57:01,Yes,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Female,1998
3/4/2019 19:57:03,Yes,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Female,1998
3/4/2019 20:01:54,Yes,Somewhat disagree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Somewhat disagree,Strongly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,Agree,Somewhat disagree,Somewhat disagree,Female,1995
3/4/2019 20:35:28,Yes,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Male,1999
3/4/2019 21:06:56,Yes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Male,1996
3/4/2019 21:20:13,Yes,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Female,1996
3/4/2019 21:25:54,Yes,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Agree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Female,1999
3/4/2019 21:55:35,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2019 21:57:13,Yes,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Male,1996
3/4/2019 21:58:39,Yes,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Male,1988
3/4/2019 22:25:09,Yes,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Male,1995
3/4/2019 22:25:40,Yes,Strongly agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Male,1996
3/4/2019 22:33:47,Yes,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Agree,Male,1995
3/4/2019 22:34:02,Yes,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Female,1995
3/4/2019 22:44:10,Yes,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Female,1995
3/4/2019 22:46:02,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Male,1995
3/4/2019 23:08:41,Yes,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Female,1995
